transcript_id	gene_id	length	parent_name	l_utr5	l_utr3	l_cds
YAL033W_mRNA	POP5	624	YAL033W	18	87	519
YGR030C_mRNA	POP6	747	YGR030C	97	176	474
YBR167C_mRNA	POP7	693	YBR167C	97	176	420
YBL018C_mRNA	POP8	566	YBL018C	70	97	399
YBL018C_pre-mRNA	POP8	641	YBL018C	70	97	474
YNL055C_mRNA	POR1	937	YNL055C	48	40	849
YIL114C_mRNA	POR2	987	YIL114C	17	127	843
YPL188W_mRNA	POS5	1515	YPL188W	97	176	1242
YIL160C_mRNA	POT1	1524	YIL160C	97	176	1251
YGL205W_mRNA	POX1	2517	YGL205W	97	176	2244
YMR267W_mRNA	PPA2	1200	YMR267W	112	158	930
YHR075C_mRNA	PPE1	1473	YHR075C	97	176	1200
YNR032W_mRNA	PPG1	1378	YNR032W	144	130	1104
YDL134C_mRNA	PPH21	1682	YDL134C	484	91	1107
YDL188C_mRNA	PPH22	1355	YDL188C	182	42	1131
YDR075W_mRNA	PPH3	1251	YDR075W	174	153	924
YDR435C_mRNA	PPM1	1149	YDR435C	24	141	984
YOL141W_mRNA	PPM2	2358	YOL141W	97	176	2085
YDR452W_mRNA	PPN1	2336	YDR452W	160	154	2022
YPL179W_mRNA	PPQ1	2064	YPL179W	169	248	1647
YLR014C_mRNA	PPR1	2985	YLR014C	97	176	2712
YBR276C_mRNA	PPS1	2610	YBR276C	116	73	2421
YGR123C_mRNA	PPT1	1730	YGR123C	34	157	1539
YPL148C_mRNA	PPT2	813	YPL148C	137	157	519
YHR201C_mRNA	PPX1	1464	YHR201C	97	176	1191
YML016C_mRNA	PPZ1	2349	YML016C	97	176	2076
YDR436W_mRNA	PPZ2	2403	YDR436W	97	176	2130
YEL060C_mRNA	PRB1	2178	YEL060C	97	176	1905
YMR297W_mRNA	PRC1	1805	YMR297W	98	111	1596
YCL057W_mRNA	PRD1	2276	YCL057W	8	132	2136
YER012W_mRNA	PRE1	829	YER012W	86	149	594
YOR362C_mRNA	PRE10	1078	YOR362C	53	161	864
YPR103W_mRNA	PRE2	1015	YPR103W	93	61	861
YJL001W_mRNA	PRE3	907	YJL001W	42	220	645
YJL001W_pre-mRNA	PRE3	1023	YJL001W	42	220	761
YFR050C_mRNA	PRE4	1024	YFR050C	53	173	798
YMR314W_mRNA	PRE5	940	YMR314W	72	166	702
YOL038W_mRNA	PRE6	925	YOL038W	79	84	762
YBL041W_mRNA	PRE7	908	YBL041W	41	144	723
YML092C_mRNA	PRE8	900	YML092C	39	111	750
YGR135W_mRNA	PRE9	960	YGR135W	92	94	774
YIR008C_mRNA	PRI1	1500	YIR008C	97	176	1227
YKL045W_mRNA	PRI2	1799	YKL045W	73	142	1584
YIL095W_mRNA	PRK1	2669	YIL095W	161	78	2430
YNL279W_mRNA	PRM1	2256	YNL279W	97	176	1983
YJL108C_mRNA	PRM10	1422	YJL108C	97	176	1149
YMR278W_mRNA	PRM15	2030	YMR278W	40	124	1866
YIL037C_mRNA	PRM2	2241	YIL037C	97	176	1968
YPL192C_mRNA	PRM3	672	YPL192C	97	176	399
YPL156C_mRNA	PRM4	1083	YPL156C	60	171	852
YIL117C_mRNA	PRM5	1227	YIL117C	97	176	954
YML047C_mRNA	PRM6	1329	YML047C	97	176	1056
YDL039C_mRNA	PRM7	2367	YDL039C	97	176	2094
YGL053W_mRNA	PRM8	984	YGL053W	97	176	711
YAR031W_mRNA	PRM9	1167	YAR031W	97	176	894
YDR300C_mRNA	PRO1	1488	YDR300C	75	129	1284
YOR323C_mRNA	PRO2	1510	YOR323C	19	123	1368
YER023W_mRNA	PRO3	1050	YER023W	42	150	858
YDL043C_mRNA	PRP11	941	YDL043C	47	96	798
YKR086W_mRNA	PRP16	3486	YKR086W	97	176	3213
YGR006W_mRNA	PRP18	1026	YGR006W	97	176	753
YLL036C_mRNA	PRP19	1782	YLL036C	97	176	1509
YNR011C_mRNA	PRP2	2901	YNR011C	97	176	2628
YJL203W_mRNA	PRP21	1113	YJL203W	97	176	840
YER013W_mRNA	PRP22	3708	YER013W	97	176	3435
YMR268C_mRNA	PRP24	1605	YMR268C	97	176	1332
YDR243C_mRNA	PRP28	2037	YDR243C	97	176	1764
YDR473C_mRNA	PRP3	1680	YDR473C	97	176	1407
YGR091W_mRNA	PRP31	1755	YGR091W	97	176	1482
YGR075C_mRNA	PRP38	999	YGR075C	97	176	726
YML046W_mRNA	PRP39	2046	YML046W	88	71	1887
YPR178W_mRNA	PRP4	1474	YPR178W	30	49	1395
YKL012W_mRNA	PRP40	2022	YKL012W	97	176	1749
YDR235W_mRNA	PRP42	1734	YDR235W	16	86	1632
YGL120C_mRNA	PRP43	2479	YGL120C	56	122	2301
YAL032C_mRNA	PRP45	1410	YAL032C	97	176	1137
YPL151C_mRNA	PRP46	1626	YPL151C	97	176	1353
YBR237W_mRNA	PRP5	2820	YBR237W	97	176	2547
YBR055C_mRNA	PRP6	2970	YBR055C	97	176	2697
YHR165C_mRNA	PRP8	7512	YHR165C	97	176	7239
YDL030W_mRNA	PRP9	1763	YDL030W	79	94	1590
YKL116C_mRNA	PRR1	1827	YKL116C	97	176	1554
YDL214C_mRNA	PRR2	2370	YDL214C	97	176	2097
YKL181W_mRNA	PRS1	1617	YKL181W	205	131	1281
YER099C_mRNA	PRS2	1312	YER099C	270	88	954
YHL011C_mRNA	PRS3	1215	YHL011C	128	127	960
YBL068W_mRNA	PRS4	1106	YBL068W	42	86	978
YOL061W_mRNA	PRS5	1726	YOL061W	68	170	1488
YOR361C_mRNA	PRT1	2562	YOR361C	97	176	2289
YBL064C_mRNA	PRX1	870	YBL064C	32	55	783
YJL079C_mRNA	PRY1	1271	YJL079C	187	187	897
YKR013W_mRNA	PRY2	1260	YKR013W	97	176	987
YJL078C_mRNA	PRY3	2916	YJL078C	97	176	2643
YDL055C_mRNA	PSA1	1455	YDL055C	149	223	1083
YNL169C_mRNA	PSD1	1773	YNL169C	97	176	1500
YGR170W_mRNA	PSD2	3748	YGR170W	56	278	3414
YMR308C_mRNA	PSE1	3540	YMR308C	97	176	3267
YDR013W_mRNA	PSF1	737	YDR013W	16	97	624
YJL072C_mRNA	PSF2	1281	YJL072C	53	589	639
YOL146W_mRNA	PSF3	669	YOL146W	24	63	582
YOL054W_mRNA	PSH1	1491	YOL054W	97	176	1218
YAL017W_mRNA	PSK1	4341	YAL017W	97	176	4068
YOL045W_mRNA	PSK2	3576	YOL045W	97	176	3303
YMR137C_mRNA	PSO2	2256	YMR137C	97	176	1983
YDR505C_mRNA	PSP1	2796	YDR505C	97	176	2523
YML017W_mRNA	PSP2	2052	YML017W	97	176	1779
YML017W_pre-mRNA	PSP2	2414	YML017W	97	176	2141
YLL010C_mRNA	PSR1	1554	YLL010C	97	176	1281
YLR019W_mRNA	PSR2	1751	YLR019W	298	262	1191
YDR055W_mRNA	PST1	1555	YDR055W	61	162	1332
YDR032C_mRNA	PST2	882	YDR032C	132	156	594
YKL076C_mRNA	PSY1	654	YKL076C	97	176	381
YNL201C_mRNA	PSY2	2847	YNL201C	97	176	2574
YLR376C_mRNA	PSY3	858	YLR376C	34	98	726
YBL046W_mRNA	PSY4	1596	YBL046W	97	176	1323
YAL043C_mRNA	PTA1	2480	YAL043C	36	89	2355
YDL006W_mRNA	PTC1	1346	YDL006W	384	119	843
YER089C_mRNA	PTC2	1777	YER089C	327	58	1392
YBL056W_mRNA	PTC3	1929	YBL056W	126	399	1404
YBR125C_mRNA	PTC4	1452	YBR125C	97	176	1179
YOR090C_mRNA	PTC5	1989	YOR090C	97	176	1716
YCR079W_mRNA	PTC6	1519	YCR079W	64	129	1326
YHR076W_mRNA	PTC7	1174	YHR076W	27	118	1029
YHR076W_pre-mRNA	PTC7	1267	YHR076W	27	118	1122
YHR189W_mRNA	PTH1	843	YHR189W	97	176	570
YBL057C_mRNA	PTH2	719	YBL057C	25	70	624
YGR156W_mRNA	PTI1	1548	YGR156W	97	176	1275
YKL198C_mRNA	PTK1	2259	YKL198C	97	176	1986
YJR059W_mRNA	PTK2	2642	YJR059W	61	127	2454
YKL039W_mRNA	PTM1	1990	YKL039W	165	256	1569
YDL230W_mRNA	PTP1	1122	YDL230W	53	64	1005
YOR208W_mRNA	PTP2	2523	YOR208W	97	176	2250
YER075C_mRNA	PTP3	3079	YER075C	173	122	2784
YKR093W_mRNA	PTR2	2076	YKR093W	97	176	1803
YFR029W_mRNA	PTR3	2307	YFR029W	97	176	2034
YNL016W_mRNA	PUB1	2012	YNL016W	156	497	1359
YPR042C_mRNA	PUF2	3498	YPR042C	97	176	3225
YLL013C_mRNA	PUF3	2910	YLL013C	97	176	2637
YGL014W_mRNA	PUF4	2937	YGL014W	97	176	2664
YDR496C_mRNA	PUF6	2050	YDR496C	33	49	1968
YER185W_mRNA	PUG1	1182	YER185W	97	176	909
YLR414C_mRNA	PUN1	1016	YLR414C	122	105	789
YOR157C_mRNA	PUP1	1056	YOR157C	97	176	783
YGR253C_mRNA	PUP2	917	YGR253C	65	72	780
YER094C_mRNA	PUP3	989	YER094C	217	157	615
YPL212C_mRNA	PUS1	1792	YPL212C	4	156	1632
YGL063W_mRNA	PUS2	1383	YGL063W	97	176	1110
YNL292W_mRNA	PUS4	1482	YNL292W	97	176	1209
YLR165C_mRNA	PUS5	1035	YLR165C	97	176	762
YGR169C_mRNA	PUS6	1322	YGR169C	26	84	1212
YOR243C_mRNA	PUS7	2181	YOR243C	17	136	2028
YDL036C_mRNA	PUS9	1659	YDL036C	97	176	1386
YLR142W_mRNA	PUT1	1701	YLR142W	97	176	1428
YHR037W_mRNA	PUT2	1944	YHR037W	47	172	1725
YKL015W_mRNA	PUT3	3140	YKL015W	98	105	2937
YOR348C_mRNA	PUT4	2154	YOR348C	97	176	1881
YLR196W_mRNA	PWP1	1944	YLR196W	81	135	1728
YCR057C_mRNA	PWP2	3042	YCR057C	97	176	2769
PWR1	PWR1	941	PWR1	NA	NA	NA
YPL147W_mRNA	PXA1	2883	YPL147W	97	176	2610
YKL188C_mRNA	PXA2	2832	YKL188C	97	176	2559
YKR090W_mRNA	PXL1	2466	YKR090W	154	194	2118
YGR280C_mRNA	PXR1	1086	YGR280C	97	176	813
YGL062W_mRNA	PYC1	3807	YGL062W	97	176	3534
YBR218C_mRNA	PYC2	3780	YBR218C	143	97	3540
YOR347C_mRNA	PYK2	1680	YOR347C	98	64	1518
YPR186C_mRNA	PZF1	1560	YPR186C	97	176	1287
YHR001W-A_mRNA	QCR10	617	YHR001W-A	66	320	231
YHR001W-A_pre-mRNA	QCR10	680	YHR001W-A	66	320	294
YPR191W_mRNA	QCR2	1356	YPR191W	78	174	1104
YFR033C_mRNA	QCR6	712	YFR033C	127	144	441
YDR529C_mRNA	QCR7	665	YDR529C	42	242	381
YJL166W_mRNA	QCR8	620	YJL166W	111	227	282
YGR183C_mRNA	QCR9	678	YGR183C	101	379	198
YGR183C_pre-mRNA	QCR9	891	YGR183C	101	379	411
YIL120W_mRNA	QDR1	1962	YIL120W	97	176	1689
YIL121W_mRNA	QDR2	1835	YIL121W	49	160	1626
YBR043C_mRNA	QDR3	2340	YBR043C	97	176	2067
YHR074W_mRNA	QNS1	2330	YHR074W	52	136	2142
YDL103C_mRNA	QRI1	1683	YDL103C	73	179	1431
YLR204W_mRNA	QRI5	490	YLR204W	30	127	333
YDL104C_mRNA	QRI7	1494	YDL104C	97	176	1221
YPL022W_mRNA	RAD1	3603	YPL022W	84	219	3300
YML095C_mRNA	RAD10	903	YML095C	97	176	630
YMR201C_mRNA	RAD14	1386	YMR201C	97	176	1113
YMR201C_pre-mRNA	RAD14	1470	YMR201C	97	176	1197
YBR114W_mRNA	RAD16	2515	YBR114W	88	57	2370
YOR368W_mRNA	RAD17	1365	YOR368W	31	131	1203
YCR066W_mRNA	RAD18	1673	YCR066W	44	168	1461
YGR258C_mRNA	RAD2	3366	YGR258C	97	176	3093
YEL037C_mRNA	RAD23	1467	YEL037C	97	176	1194
YER173W_mRNA	RAD24	2250	YER173W	97	176	1977
YJR035W_mRNA	RAD26	3528	YJR035W	97	176	3255
YKL113C_mRNA	RAD27	1306	YKL113C	49	111	1146
YDR030C_mRNA	RAD28	1791	YDR030C	97	176	1518
YER171W_mRNA	RAD3	2607	YER171W	97	176	2334
YDR419W_mRNA	RAD30	2169	YDR419W	97	176	1896
YML011C_mRNA	RAD33	702	YML011C	36	135	531
YDR314C_mRNA	RAD34	2349	YDR314C	97	176	2076
YER162C_mRNA	RAD4	2366	YER162C	35	69	2262
YLR032W_mRNA	RAD5	3780	YLR032W	97	176	3507
YNL250W_mRNA	RAD50	4209	YNL250W	97	176	3936
YER095W_mRNA	RAD51	1485	YER095W	54	231	1200
YML032C_mRNA	RAD52	1767	YML032C	52	302	1413
YPL153C_mRNA	RAD53	2736	YPL153C	97	176	2463
YGL163C_mRNA	RAD54	2967	YGL163C	97	176	2694
YDR076W_mRNA	RAD55	1491	YDR076W	97	176	1218
YDR004W_mRNA	RAD57	1653	YDR004W	97	176	1380
YDL059C_mRNA	RAD59	987	YDL059C	97	176	714
YGL058W_mRNA	RAD6	802	YGL058W	60	226	516
YDR014W_mRNA	RAD61	2214	YDR014W	97	176	1941
YJR052W_mRNA	RAD7	1968	YJR052W	97	176	1695
YDR217C_mRNA	RAD9	4200	YDR217C	97	176	3927
YGL246C_mRNA	RAI1	1434	YGL246C	97	176	1161
YDL090C_mRNA	RAM1	1566	YDL090C	97	176	1293
YKL019W_mRNA	RAM2	1221	YKL019W	97	176	948
YNL216W_mRNA	RAP1	2754	YNL216W	97	176	2481
YOR101W_mRNA	RAS1	1230	YOR101W	89	214	927
YNL098C_mRNA	RAS2	1239	YNL098C	97	176	966
YOR048C_mRNA	RAT1	3291	YOR048C	97	176	3018
YJR033C_mRNA	RAV1	4344	YJR033C	97	176	4071
YDR202C_mRNA	RAV2	1148	YDR202C	39	56	1053
YOR301W_mRNA	RAX1	1636	YOR301W	18	313	1305
YLR084C_mRNA	RAX2	3933	YLR084C	97	176	3660
YDR527W_mRNA	RBA50	1590	YDR527W	97	176	1317
YPL246C_mRNA	RBD2	1059	YPL246C	97	176	786
YAL036C_mRNA	RBG1	1380	YAL036C	97	176	1107
YGR173W_mRNA	RBG2	1364	YGR173W	44	216	1104
YCR036W_mRNA	RBK1	1137	YCR036W	52	86	999
YOR265W_mRNA	RBL2	569	YOR265W	34	217	318
YDL189W_mRNA	RBS1	1683	YDL189W	136	176	1371
YDL189W_pre-mRNA	RBS1	1782	YDL189W	136	176	1470
YMR274C_mRNA	RCE1	1054	YMR274C	62	47	945
YML030W_mRNA	RCF1	762	YML030W	50	235	477
YNR018W_mRNA	RCF2	851	YNR018W	45	134	672
YGL158W_mRNA	RCK1	1809	YGL158W	97	176	1536
YLR248W_mRNA	RCK2	2103	YLR248W	97	176	1830
YOL010W_mRNA	RCL1	1273	YOL010W	67	105	1101
YNL022C_mRNA	RCM1	1631	YNL022C	63	98	1470
YKL159C_mRNA	RCN1	762	YKL159C	28	101	633
YOR220W_mRNA	RCN2	1020	YOR220W	50	175	795
YMR075W_mRNA	RCO1	2325	YMR075W	97	176	2052
YBR005W_mRNA	RCR1	912	YBR005W	97	176	639
YDR003W_mRNA	RCR2	734	YDR003W	37	67	630
YJL204C_mRNA	RCY1	2793	YJL204C	97	176	2520
YBR073W_mRNA	RDH54	3147	YBR073W	97	176	2874
YDL135C_mRNA	RDI1	722	YDL135C	45	71	606
YOR285W_mRNA	RDL1	551	YOR285W	20	114	417
YOR286W_mRNA	RDL2	736	YOR286W	36	253	447
YOR380W_mRNA	RDR1	1911	YOR380W	97	176	1638
YCR106W_mRNA	RDS1	2769	YCR106W	97	176	2496
YPL133C_mRNA	RDS2	1611	YPL133C	97	176	1338
YPR094W_mRNA	RDS3	589	YPR094W	183	85	321
YCL054W-A_mRNA	RDT1	357	YCL054W-A	97	176	84
YBR049C_mRNA	REB1	2809	YBR049C	131	248	2430
YLR329W_mRNA	REC102	1065	YLR329W	97	176	792
YLR329W_pre-mRNA	REC102	1162	YLR329W	97	176	889
YHR157W_mRNA	REC104	819	YHR157W	97	176	546
YJR021C_mRNA	REC107	1215	YJR021C	97	176	942
YJR021C_pre-mRNA	REC107	1295	YJR021C	97	176	1022
YMR133W_mRNA	REC114	1557	YMR133W	97	176	1284
YMR133W_pre-mRNA	REC114	1673	YMR133W	97	176	1400
YPR007C_mRNA	REC8	2313	YPR007C	97	176	2040
YLR263W_mRNA	RED1	2754	YLR263W	97	176	2481
YJL217W_mRNA	REE1	937	YJL217W	182	161	594
YDR195W_mRNA	REF2	1872	YDR195W	97	176	1599
YDR028C_mRNA	REG1	3315	YDR028C	97	176	3042
YBR050C_mRNA	REG2	1287	YBR050C	97	176	1014
YLR387C_mRNA	REH1	1569	YLR387C	97	176	1296
YBR267W_mRNA	REI1	1319	YBR267W	17	123	1179
YCL001W_mRNA	RER1	718	YCL001W	70	84	564
YBR002C_mRNA	RER2	1131	YBR002C	97	176	858
YOR207C_mRNA	RET1	3720	YOR207C	97	176	3447
YFR051C_mRNA	RET2	1767	YFR051C	53	76	1638
YPL010W_mRNA	RET3	840	YPL010W	92	181	567
YOR346W_mRNA	REV1	3228	YOR346W	97	176	2955
YPL167C_mRNA	REV3	4785	YPL167C	97	176	4512
YIL139C_mRNA	REV7	886	YIL139C	36	115	735
YLR059C_mRNA	REX2	1080	YLR059C	97	176	807
YLR107W_mRNA	REX3	1336	YLR107W	23	101	1212
YOL080C_mRNA	REX4	1075	YOL080C	51	157	867
YAR007C_mRNA	RFA1	1986	YAR007C	70	53	1863
YNL312W_mRNA	RFA2	945	YNL312W	39	87	819
YNL312W_pre-mRNA	RFA2	1053	YNL312W	39	87	927
YJL173C_mRNA	RFA3	639	YJL173C	97	176	366
YOR217W_mRNA	RFC1	2913	YOR217W	99	231	2583
YJR068W_mRNA	RFC2	1186	YJR068W	53	74	1059
YNL290W_mRNA	RFC3	1121	YNL290W	17	84	1020
YOL094C_mRNA	RFC4	1080	YOL094C	57	54	969
YBR087W_mRNA	RFC5	1150	YBR087W	30	58	1062
YOR279C_mRNA	RFM1	1111	YOR279C	123	58	930
YBR052C_mRNA	RFS1	776	YBR052C	94	52	630
YBL020W_mRNA	RFT1	1877	YBL020W	72	83	1722
YLR073C_mRNA	RFU1	873	YLR073C	97	176	600
YLR176C_mRNA	RFX1	2706	YLR176C	97	176	2433
YOR127W_mRNA	RGA1	3294	YOR127W	97	176	3021
YDR379W_mRNA	RGA2	3204	YDR379W	119	58	3027
YPR115W_mRNA	RGC1	3522	YPR115W	97	176	3249
YBR260C_mRNA	RGD1	2146	YBR260C	41	107	1998
YFL047W_mRNA	RGD2	2415	YFL047W	97	176	2142
YER067W_mRNA	RGI1	889	YER067W	290	116	483
YIL057C_mRNA	RGI2	613	YIL057C	71	50	492
YPL066W_mRNA	RGL1	1710	YPL066W	97	176	1437
YMR182C_mRNA	RGM1	906	YMR182C	97	176	633
YDR137W_mRNA	RGP1	2221	YDR137W	100	132	1989
YLR071C_mRNA	RGR1	3519	YLR071C	97	176	3246
YOR107W_mRNA	RGS2	1501	YOR107W	261	313	927
YKL038W_mRNA	RGT1	3783	YKL038W	97	176	3510
YDL138W_mRNA	RGT2	2722	YDL138W	286	147	2289
YCR027C_mRNA	RHB1	900	YCR027C	97	176	627
YPR165W_mRNA	RHO1	1158	YPR165W	289	242	627
YNL090W_mRNA	RHO2	849	YNL090W	97	176	576
YIL118W_mRNA	RHO3	966	YIL118W	97	176	693
YKR055W_mRNA	RHO4	1146	YKR055W	97	176	873
YNL180C_mRNA	RHO5	1266	YNL180C	97	176	993
YNL163C_mRNA	RIA1	3502	YNL163C	59	113	3330
YBL033C_mRNA	RIB1	1128	YBL033C	28	65	1035
YOL066C_mRNA	RIB2	2046	YOL066C	97	176	1773
YDR487C_mRNA	RIB3	768	YDR487C	58	86	624
YOL143C_mRNA	RIB4	869	YOL143C	247	115	507
YBR256C_mRNA	RIB5	830	YBR256C	35	81	714
YBR153W_mRNA	RIB7	1005	YBR153W	97	176	732
YLR039C_mRNA	RIC1	3441	YLR039C	97	176	3168
YBR275C_mRNA	RIF1	6021	YBR275C	97	176	5748
YLR453C_mRNA	RIF2	1458	YLR453C	97	176	1185
YCR028C-A_mRNA	RIM1	700	YCR028C-A	87	208	405
YCR028C-A_pre-mRNA	RIM1	783	YCR028C-A	87	208	488
YHL027W_mRNA	RIM101	2189	YHL027W	104	210	1875
YMR139W_mRNA	RIM11	1442	YMR139W	230	102	1110
YMR154C_mRNA	RIM13	2454	YMR154C	97	176	2181
YFL033C_mRNA	RIM15	5583	YFL033C	97	176	5310
YBR192W_mRNA	RIM2	1567	YBR192W	163	273	1131
YOR275C_mRNA	RIM20	2128	YOR275C	26	119	1983
YNL294C_mRNA	RIM21	1930	YNL294C	179	152	1599
YHL024W_mRNA	RIM4	2412	YHL024W	97	176	2139
YGL045W_mRNA	RIM8	1878	YGL045W	49	203	1626
YMR063W_mRNA	RIM9	990	YMR063W	97	176	717
YOR119C_mRNA	RIO1	1725	YOR119C	97	176	1452
YNL207W_mRNA	RIO2	1573	YNL207W	125	173	1275
YEL024W_mRNA	RIP1	1169	YEL024W	114	410	645
YMR283C_mRNA	RIT1	1812	YMR283C	97	176	1539
YHR197W_mRNA	RIX1	2408	YHR197W	11	108	2289
YLL034C_mRNA	RIX7	2784	YLL034C	97	176	2511
YOR095C_mRNA	RKI1	1611	YOR095C	161	676	774
YPL208W_mRNA	RKM1	1846	YPL208W	22	75	1749
YDR198C_mRNA	RKM2	1710	YDR198C	97	176	1437
YBR030W_mRNA	RKM3	1802	YBR030W	66	80	1656
YDR257C_mRNA	RKM4	1755	YDR257C	97	176	1482
YLR137W_mRNA	RKM5	1153	YLR137W	7	45	1101
YMR247C_mRNA	RKR1	4959	YMR247C	97	176	4686
YPR018W_mRNA	RLF2	1999	YPR018W	90	91	1818
YDR091C_mRNA	RLI1	2234	YDR091C	72	338	1824
YPL089C_mRNA	RLM1	2301	YPL089C	97	176	2028
YLR009W_mRNA	RLP24	924	YLR009W	190	137	597
YNL002C_mRNA	RLP7	1083	YNL002C	49	68	966
YKL132C_mRNA	RMA1	1637	YKL132C	200	147	1290
YDL001W_mRNA	RMD1	1463	YDL001W	68	105	1290
YDR255C_mRNA	RMD5	1536	YDR255C	97	176	1263
YEL072W_mRNA	RMD6	966	YEL072W	97	176	693
YFR048W_mRNA	RMD8	2084	YFR048W	52	46	1986
YGL107C_mRNA	RMD9	2092	YGL107C	59	95	1938
YGR044C_mRNA	RME1	1173	YGR044C	97	176	900
RME2	RME2	2223	RME2	NA	NA	NA
RME3	RME3	1905	RME3	NA	NA	NA
YPL024W_mRNA	RMI1	996	YPL024W	97	176	723
YEL050C_mRNA	RML2	1422	YEL050C	64	179	1179
YLR145W_mRNA	RMP1	876	YLR145W	97	176	603
YGL250W_mRNA	RMR1	996	YGL250W	97	176	723
YDR465C_mRNA	RMT2	1437	YDR465C	62	139	1236
YMR235C_mRNA	RNA1	1447	YMR235C	44	182	1221
YMR061W_mRNA	RNA14	2154	YMR061W	16	107	2031
YGL044C_mRNA	RNA15	1161	YGL044C	97	176	888
RNA170	RNA170	169	RNA170	NA	NA	NA
YMR234W_mRNA	RNH1	1262	YMR234W	73	145	1044
YNL072W_mRNA	RNH201	1035	YNL072W	21	93	921
YDR279W_mRNA	RNH202	1323	YDR279W	97	176	1050
YLR154C_mRNA	RNH203	475	YLR154C	69	76	330
YGR276C_mRNA	RNH70	1932	YGR276C	97	176	1659
YLL046C_mRNA	RNP1	1020	YLL046C	97	176	747
YCL028W_mRNA	RNQ1	1365	YCL028W	59	91	1215
YER070W_mRNA	RNR1	2921	YER070W	48	209	2664
YJL026W_mRNA	RNR2	1407	YJL026W	66	144	1197
YIL066C_mRNA	RNR3	2880	YIL066C	97	176	2607
YGR180C_mRNA	RNR4	1308	YGR180C	97	176	1035
YMR239C_mRNA	RNT1	1611	YMR239C	78	120	1413
YPL123C_mRNA	RNY1	1529	YPL123C	83	144	1302
YOR018W_mRNA	ROD1	2701	YOR018W	47	143	2511
YGL144C_mRNA	ROG1	2328	YGL144C	97	176	2055
YFR022W_mRNA	ROG3	2472	YFR022W	97	176	2199
YGL171W_mRNA	ROK1	1811	YGL171W	26	93	1692
YGR070W_mRNA	ROM1	3738	YGR070W	97	176	3465
YLR371W_mRNA	ROM2	4341	YLR371W	97	176	4068
YMR200W_mRNA	ROT1	1267	YMR200W	149	350	768
YBR229C_mRNA	ROT2	3135	YBR229C	97	176	2862
YPR065W_mRNA	ROX1	1449	YPR065W	72	273	1104
YBL093C_mRNA	ROX3	909	YBL093C	110	139	660
YMR258C_mRNA	ROY1	1775	YMR258C	53	63	1659
YJR063W_mRNA	RPA12	572	YJR063W	36	161	375
YPR010C_mRNA	RPA135	3882	YPR010C	97	176	3609
YDR156W_mRNA	RPA14	594	YDR156W	50	133	411
YOR341W_mRNA	RPA190	5265	YOR341W	97	176	4992
YJL148W_mRNA	RPA34	830	YJL148W	67	64	699
YOR340C_mRNA	RPA43	1176	YOR340C	29	169	978
YNL248C_mRNA	RPA49	1484	YNL248C	44	195	1245
YOR210W_mRNA	RPB10	566	YOR210W	57	299	210
YOL005C_mRNA	RPB11	759	YOL005C	286	113	360
YOR151C_mRNA	RPB2	3945	YOR151C	97	176	3672
YIL021W_mRNA	RPB3	1181	YIL021W	89	138	954
YJL140W_mRNA	RPB4	815	YJL140W	99	53	663
YBR154C_mRNA	RPB5	854	YBR154C	123	86	645
YDR404C_mRNA	RPB7	786	YDR404C	97	176	513
YOR224C_mRNA	RPB8	600	YOR224C	44	118	438
YGL070C_mRNA	RPB9	639	YGL070C	97	176	366
YHR143W-A_mRNA	RPC10	546	YHR143W-A	61	275	210
YDR045C_mRNA	RPC11	672	YDR045C	155	187	330
YJL011C_mRNA	RPC17	756	YJL011C	97	176	483
YNL113W_mRNA	RPC19	647	YNL113W	48	173	426
YKL144C_mRNA	RPC25	854	YKL144C	88	130	636
YNL151C_mRNA	RPC31	914	YNL151C	67	94	753
YNR003C_mRNA	RPC34	1077	YNR003C	49	77	951
YKR025W_mRNA	RPC37	1006	YKR025W	50	110	846
YPR110C_mRNA	RPC40	1248	YPR110C	39	204	1005
YDL150W_mRNA	RPC53	1539	YDL150W	97	176	1266
YPR190C_mRNA	RPC82	2111	YPR190C	52	97	1962
YNL330C_mRNA	RPD3	1400	YNL330C	55	46	1299
YJL121C_mRNA	RPE1	815	YJL121C	33	68	714
YHR088W_mRNA	RPF1	1013	YHR088W	32	96	885
YKR081C_mRNA	RPF2	1149	YKR081C	29	88	1032
YBR079C_mRNA	RPG1	2985	YBR079C	25	68	2892
YER169W_mRNA	RPH1	2661	YER169W	97	176	2388
YIL119C_mRNA	RPI1	1494	YIL119C	97	176	1221
YLR075W_mRNA	RPL10	885	YLR075W	85	137	663
YPR102C_mRNA	RPL11A	764	YPR102C	142	100	522
YGR085C_mRNA	RPL11B	695	YGR085C	75	98	522
YEL054C_mRNA	RPL12A	809	YEL054C	76	238	495
YDR418W_mRNA	RPL12B	679	YDR418W	63	121	495
YDL082W_mRNA	RPL13A	810	YDL082W	68	145	597
YDL082W_pre-mRNA	RPL13A	1175	YDL082W	68	145	962
YMR142C_mRNA	RPL13B	739	YMR142C	41	101	597
YMR142C_pre-mRNA	RPL13B	1141	YMR142C	41	101	999
YKL006W_mRNA	RPL14A	691	YKL006W	160	117	414
YKL006W_pre-mRNA	RPL14A	1089	YKL006W	160	117	812
YHL001W_mRNA	RPL14B	607	YHL001W	56	137	414
YHL001W_pre-mRNA	RPL14B	1005	YHL001W	56	137	812
YLR029C_mRNA	RPL15A	793	YLR029C	23	158	612
